headline,link,date,snippet,keyword
Kachin's civilians: From violence to hopelessness | Human Rights ...,https://www.aljazeera.com/features/2016/8/3/kachins-civilians-from-violence-to-hopelessness,Last update 3 Aug 2016,"Aug 3, 2016 ... Kachin's civilians: From violence to hopelessness. Fleeing fighting and cut off from aid, Myanmar's internally displaced seek protection from ...",Violence against civilians
UN: Civilians brutally targeted in South Sudan violence | United ...,https://www.aljazeera.com/news/2019/7/3/un-civilians-brutally-targeted-in-south-sudan-violence,Last update 3 Jul 2019,"Jul 3, 2019 ... UN: Civilians brutally targeted in South Sudan violence. At least 104 people killed since President Salva Kiir and former rebel leader Riek ...",Violence against civilians
Russia-backed Syrian forces kill more than 20 civilians in Idlib ...,https://www.aljazeera.com/news/2020/2/26/russia-backed-syrian-forces-kill-more-than-20-civilians-in-idlib,Last update 26 Feb 2020,"Feb 26, 2020 ... “Today's attacks are another sign that fighting in northwest Syria has reached catastrophic levels of violence against children and civilians …",Violence against civilians
"In Darfur, civilians pay price in new wave of deadly violence ...",https://www.aljazeera.com/news/2020/8/9/in-darfur-civilians-pay-price-in-new-wave-of-deadly-violence,Last update 9 Aug 2020,"Aug 9, 2020 ... The attack on Masteri was the second major violent incident in West Darfur against the Masalit community since December 2019, when thousands ...",Violence against civilians
Facebook allows posts urging violence against invading Russians ...,https://www.aljazeera.com/news/2022/3/11/facebook-allows-posts-urging-violence-against-russian-invaders,11 Mar 2022,"Mar 11, 2022 ... Tech giant says will not allow credible threats against civilians as Russia demands stop to 'extremist activities'.",Violence against civilians
'Our only option': Myanmar civilians take up arms for democracy ...,https://www.aljazeera.com/news/2021/6/15/our-only-option-myanmar-civilians-take-up-arms-for-democracy,Last update 1 Jul 2021,"Jun 15, 2021 ... ... to aid, food and supplies to civilian populations, following patterns of violence it has long executed in ethnic areas. Nearly 230,000 ...",Violence against civilians
'Catastrophic toll' as Sudan's warring sides refuse to budge: MSF ...,https://www.aljazeera.com/news/2024/7/22/catastrophic-toll-as-sudans-warring-sides-refuse-to-budge-msf,Last update 22 Jul 2024,"Jul 22, 2024 ... Civilians face violence and killings and health workers and medical facilities are suffering persistent attacks amid severe violence being ...",Violence against civilians
What is behind the recent surge in violence in Kashmir? | Conflict ...,https://www.aljazeera.com/news/2021/10/20/explainer-kashmir-recent-surge-violence-hindus-migrant-workers,Last update 20 Oct 2021,"Oct 20, 2021 ... A surge in violence in Indian-administered Kashmir in recent weeks, including a spate of suspected rebel attacks on civilians and a widespread crackdown by ...",Violence against civilians
Myanmar rejects ASEAN statement condemning violence as 'one ...,https://www.aljazeera.com/news/2023/9/6/myanmar-rejects-asean-statement-condemning-violence-as-one-sided,6 Sep 2023,"Sep 6, 2023 ... Generals lash out after 10-member grouping urges 'Myanmar Armed Forces in particular' to end civilian attacks.",Violence against civilians
Burkina Faso to recruit civilians in fight against armed groups | News ...,https://www.aljazeera.com/news/2020/1/23/burkina-faso-to-recruit-civilians-in-fight-against-armed-groups,Last update 23 Jan 2020,"Jan 23, 2020 ... “We want to prevent these volunteers from becoming militias.” Burkina Faso's military has struggled to contain the spread of violent attacks ...",Violence against civilians
Red Cross finds deteriorating conditions for Colombia's civilians ...,https://www.aljazeera.com/news/2023/3/22/red-cross-says-more-colombians-displaced-by-violence-in-2022,22 Mar 2023,"Mar 22, 2023 ... In their annual report on the country's humanitarian situation, the ICRC found that while violence between the Colombian military and armed ...",Violence against civilians
UN report highlights Afghan conflict's toll on women | Human Rights ...,https://www.aljazeera.com/news/2015/8/5/un-report-highlights-afghan-conflicts-toll-on-women,5 Aug 2015,"Aug 5, 2015 ... About 4900 civilians killed in first half 2015, with women and children particularly affected by violence, UNAMA says.",Violence against civilians
"Five rebels, five civilians killed in Kashmir violence | News | Al Jazeera",https://www.aljazeera.com/news/2018/5/6/five-rebels-five-civilians-killed-in-kashmir-violence,Last update 6 May 2018,"May 6, 2018 ... Five rebels, five civilians killed in Kashmir violence · Vaid said. · Some civilians pelted security officers with stones, said Vaid. · Dr ...",Violence against civilians
Gunmen kill dozens of Tuareg civilians in Mali violence | News | Al ...,https://www.aljazeera.com/news/2018/12/13/gunmen-kill-dozens-of-tuareg-civilians-in-mali-violence,Last update 13 Dec 2018,"Dec 13, 2018 ... Armed men on motorbikes killed more than 40 Tuareg civilians this week in northern Mali, where clashes over land and scarce water are common ...",Violence against civilians
Violence in Kashmir leaves three civilians dead | News | Al Jazeera,https://www.aljazeera.com/news/2018/1/20/violence-in-kashmir-leaves-three-civilians-dead,Last update 20 Jan 2018,"Jan 20, 2018 ... Srinagar, Indian-administered Kashmir – Violence in the Jammu region of Indian-administered Kashmir has left three civilians dead, as tensions ...",Violence against civilians
Violence continues against Afghan civilians | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/20/violence-continues-against-afghan-civilians,20 Jun 2012,"Jun 20, 2012 ... While overall civilian casualty rates have been dropping, violence in Afghanistan continues to take its toll on both civilians and NATO ...",Violence against civilians
What's happening in Yemen? A breakdown of the Houthi-US violence,https://www.aljazeera.com/news/2025/3/17/houthis-us-in-new-spiral-of-violence-everything-to-know,Last update 18 Mar 2025,"Mar 17, 2025 ... “Targeting civilians demonstrates America's inability to confront the situation,” the statement added. In the past, the Houthis' Red Sea attacks ...",Violence against civilians
More than 480 civilians killed in Sudan's North Darfur over two ...,https://www.aljazeera.com/news/2025/4/25/more-than-480-civilians-killed-in-north-darfur-attacks-over-two-weeks-un,Last update 25 Apr 2025,"3 days ago ... The UN human rights office also reported rampant sexual violence in the region, including against young boys and girls.",Violence against civilians
"Nearly 6,000 civilian casualties in Afghanistan so far this year ...",https://www.aljazeera.com/news/2020/10/27/violence-continue-in-afghanistan-even-as-peace-talks-began-un,27 Oct 2020,"Oct 27, 2020 ... “High levels of violence continue with a devastating impact on civilians, with Afghanistan remaining among the deadliest places in the world ...",Violence against civilians
Myanmar: UN 'disturbed' over attacks against civilians in Rakhine ...,https://www.aljazeera.com/news/2019/4/5/myanmar-un-disturbed-over-attacks-against-civilians-in-rakhine,Last update 5 Apr 2019,"Apr 5, 2019 ... Myanmar: UN 'disturbed' over attacks against civilians in Rakhine. Recent fighting between Myanmar military and Arakan Army in western state has ...",Violence against civilians
Civilians reel as violence spins out of control in Mozambique | News ...,https://www.aljazeera.com/news/2020/11/11/we-want-the-war-to-stop-attacks-spread-in-mozambique,Last update 11 Nov 2020,"Nov 11, 2020 ... Civilians reel as violence spins out of control in Mozambique. Solution in Cabo Delgado conflict seems further away than ever as gruesome ...",Violence against civilians
Civilians in crossfire as shifting alliances spark Libya violence ...,https://www.aljazeera.com/news/2022/7/25/civilians-in-crossfire-as-shifting-alliances-spark-libya-violence,Last update 25 Jul 2022,"Jul 25, 2022 ... Tripoli fighting. The clashes in Misrata came a day after fighting broke out between two armed groups in Tripoli. The violence between the ...",Violence against civilians
"M23 rebels killed at least 131 civilians in eastern DRC, UN says ...",https://www.aljazeera.com/news/2022/12/8/m23-rebels-killed-at-least-131-civilians-in-eastern-drc-un-says,8 Dec 2022,"Dec 8, 2022 ... “This violence was carried out as part of a campaign of murders, rapes, kidnappings and looting against two villages in the Rutshuru territory ...",Violence against civilians
What is behind the sharp drop in deaths in Burkina Faso's war ...,https://www.aljazeera.com/news/2021/4/7/armed-violence-in-burkina-faso-declines-in-past-year,7 Apr 2021,"Apr 7, 2021 ... Human rights groups warned early on the that creation of the VDPs would increase violence against civilians, and since then there have been ...",Violence against civilians
Civilians killed in Afghan roadside bombings | News | Al Jazeera,https://www.aljazeera.com/news/2011/7/29/civilians-killed-in-afghan-roadside-bombings,29 Jul 2011,"Jul 29, 2011 ... Separate attacks continue a surge in violence that has made this year the deadliest yet for non-combatants.",Violence against civilians
"Syria's al-Sharaa launches probe into deadly clashes, vows ...",https://www.aljazeera.com/news/2025/3/9/syria-forms-committee-to-investigate-coastal-violence-outbreak,Last update 10 Mar 2025,"Mar 9, 2025 ... Calls for restraint amid reports of many civilians killed in wave of violence. ... A military convoy heads towards Latakia to join the fight ...",Violence against civilians
Myanmar troops open fire on civilians fleeing attacks | Rohingya ...,https://www.aljazeera.com/news/2017/8/26/myanmar-troops-open-fire-on-civilians-fleeing-attacks,26 Aug 2017,"Aug 26, 2017 ... Myanmar troops open fire on civilians fleeing attacks. Bangladeshi border guards say troops fired mortars and machine guns at Rohingya civilians ...",Violence against civilians
"Sudanese people living through 'nightmare of violence, hunger': UN ...",https://www.aljazeera.com/news/2024/10/28/sudanese-people-living-through-nightmare-of-violence-hunger-un-chief,28 Oct 2024,"Oct 28, 2024 ... ... to civilian rule, triggering the world's largest displacement crisis. More than 11 million people have fled their homes, including three ...",Violence against civilians
"Why is Israel bombing Gaza hospitals, ambulances? It's all about ...",https://www.aljazeera.com/opinions/2023/11/10/what-winning-the-war-means-for-israelis,Last update 10 Nov 2023,"Nov 10, 2023 ... Most Israelis believe the violence unleashed on civilians is necessary – and justified – to achieve victory in Gaza.",Violence against civilians
CAR: Tension high among civilians as violence surges | Conflict ...,https://www.aljazeera.com/news/2017/5/27/car-tension-high-among-civilians-as-violence-surges,Last update 27 May 2017,"May 27, 2017 ... Tens of thousands fled the town of Bria after heavy fighting broke out this week in Central African Republic's south.",Violence against civilians
Why war keeps knocking on Gaza's door | Human Rights | Al Jazeera,https://www.aljazeera.com/opinions/2015/7/13/why-war-keeps-knocking-on-gazas-door,Last update 13 Jul 2015,"Jul 13, 2015 ... Moreover, Israel's defence of its deployment of large-scale violence against civilians enables – indeed, demands – the recourse to existential ...",Violence against civilians
Three civilians killed in fresh wave of Kashmir violence | News | Al ...,https://www.aljazeera.com/news/2018/7/7/three-civilians-killed-in-fresh-wave-of-kashmir-violence,7 Jul 2018,"Jul 7, 2018 ... Latest killings come a day before the second anniversary of popular rebel commander Burhan Wani's death.",Violence against civilians
'A tree is worth more': Sudanese civilians fleeing RSF attacks on ...,https://www.aljazeera.com/news/2025/4/27/a-tree-is-worth-more-the-civilians-who-fled-zamzam-as-the-rsf-attacked,Last update 28 Apr 2025,"1 day ago ... The number swelled to well above 500,000 due to violence that has spread across the western region of Darfur since Sudan's civil war erupted ...",Violence against civilians
'Callous': Are Malian troops and Russian mercenaries attacking ...,https://www.aljazeera.com/features/2025/3/24/callous-are-malian-troops-and-russian-mercenaries-attacking-civilians,24 Mar 2025,"Mar 24, 2025 ... The Malian army has long been accused of abuses against civilians ... violence against civilians,” Constantin Gouvy, a Sahel researcher ...",Violence against civilians
Afghan war killing civilians despite US-Taliban peace deal: UN ...,https://www.aljazeera.com/news/2020/4/27/afghan-war-killing-civilians-despite-us-taliban-peace-deal-un,Last update 27 Apr 2020,"Apr 27, 2020 ... More than 500 civilians killed in first three months of 2020, UN report says as violence rages even after February deal.",Violence against civilians
Sexual violence pervasive in Cameroon's Anglophone regions ...,https://www.aljazeera.com/news/2021/4/29/gender-based-violence-pervasive-in-cameroons-anglophone-regions,Last update 29 Apr 2021,"Apr 29, 2021 ... ... violence against civilians are “false”. Before 2018, Reach Out documented about one case of gender-based violence per month across the ...",Violence against civilians
Burkina Faso: 2 days of mourning after attack kills 36 civilians ...,https://www.aljazeera.com/news/2020/1/22/burkina-faso-2-days-of-mourning-after-attack-kills-36-civilians,Last update 22 Jan 2020,"Jan 22, 2020 ... ... in which at least 36 civilians were killed, in the latest violence to rock the country. A “terrorist group” on Monday killed 32 civilians ...",Violence against civilians
UN report: Civilians main target of Iraq conflict | News | Al Jazeera,https://www.aljazeera.com/news/2015/7/13/un-report-civilians-main-target-of-iraq-conflict,Last update 13 Jul 2015,"Jul 13, 2015 ... Annual report on protection of civilians says ISIL responsible for most violence against civilians.",Violence against civilians
UN warns of escalating violence in Syria | News | Al Jazeera,https://www.aljazeera.com/news/2012/6/12/un-warns-of-escalating-violence-in-syria,12 Jun 2012,"Jun 12, 2012 ... Secretary-general says “grave danger” face civilians in areas under fire while US warns of another “massacre”.",Violence against civilians
What was the 'Khartoum Massacre' marked by Sudan's activists ...,https://www.aljazeera.com/news/2024/6/3/what-was-the-khartoum-massacre-marked-by-sudans-activists,3 Jun 2024,"Jun 3, 2024 ... ... against violence against ... Al-Qadous, who survived the 2019 killings, said the ERRs are instrumental in helping civilians during the war.",Violence against civilians
"Violence in Sudan 'verging on pure evil', UN warns | Humanitarian ...",https://www.aljazeera.com/news/2023/11/11/violence-in-sudan-verging-on-pure-evil-un-warns,11 Nov 2023,"Nov 11, 2023 ... Violence against civilians in Sudan is “verging on pure evil”, a senior United Nations official has warned, after nearly seven months of war has left a wave of ...",Violence against civilians
Twenty-one civilians killed in Mali drone strikes: Separatist group ...,https://www.aljazeera.com/news/2024/8/26/twenty-one-civilians-killed-in-mali-drone-strikes-separatist-group,26 Aug 2024,"Aug 26, 2024 ... 'They rape us before we can cross': Women, girls fleeing violence in Mali ... Mali's army confirmed the drone attacks on national television, ...",Violence against civilians
UN chief urges Syria to end violent crackdown | News | Al Jazeera,https://www.aljazeera.com/news/2011/8/7/un-chief-urges-syria-to-end-violent-crackdown,7 Aug 2011,"Aug 7, 2011 ... UN Secretary General Ban Ki-moon has called on Syrian President Bashar al-Assad to halt the use of force against civilians “immediately”. Ban ...",Violence against civilians
UN reports rise in Afghan civilian casualties | Humanitarian Crises ...,https://www.aljazeera.com/news/2013/7/31/un-reports-rise-in-afghan-civilian-casualties,31 Jul 2013,"Jul 31, 2013 ... Report finds sharp rise in violence against civilians, especially women and children, as international forces withdraw.",Violence against civilians
"Beni, DRC: 'They hacked him and threw him in a pigsty' | Features ...",https://www.aljazeera.com/features/2016/8/29/beni-drc-they-hacked-him-and-threw-him-in-a-pigsty,Last update 29 Aug 2016,"Aug 29, 2016 ... The ongoing violence against civilians in eastern DR Congo leaves people terrified and uncertain about their future.",Violence against civilians
Seven civilians killed by roadside bomb in Afghanistan | Conflict ...,https://www.aljazeera.com/news/2020/8/23/seven-civilians-killed-by-roadside-bomb-in-afghanistan,Last update 23 Aug 2020,"Aug 23, 2020 ... Afghan civilians continue to bear the brunt of the violence across the country despite efforts to launch peace talks and find a road map for ...",Violence against civilians
UN: July deadliest month in Iraq since 2008 | News | Al Jazeera,https://www.aljazeera.com/news/2013/8/1/un-july-deadliest-month-in-iraq-since-2008,1 Aug 2013,"Aug 1, 2013 ... A total of 1057 Iraqis killed and 2326 wounded in violence whose impact on civilians “remains disturbingly high”.",Violence against civilians
Attacks on civilians in Myanmar 'crimes against humanity': UN ...,https://www.aljazeera.com/news/2021/11/6/attacks-on-civilians-in-myanmar-crimes-against-humanity-un,6 Nov 2021,"Nov 6, 2021 ... The head of the United Nations body investigating the most serious crimes in Myanmar has said that preliminary evidence collected since the ...",Violence against civilians
"UN: 70 killed in South Sudan clashes between army, civilians ...",https://www.aljazeera.com/news/2020/8/11/un-70-killed-in-south-sudan-clashes-between-army-civilians,11 Aug 2020,"Aug 11, 2020 ... The UN said the violence was sparked by a 'disarmament exercise' that is part of the country's recent peace agreement.",Violence against civilians
"US official condemns violence in Tigray, warns of new sanctions ...",https://www.aljazeera.com/news/2021/5/27/us-official-condemns-violence-in-tigray-warns-of-new-sanctions,27 May 2021,"May 27, 2021 ... ... on Ethiopia and Eritrea if attacks against civilians in the Tigray region continue, and is reviewing whether war crimes have been committed.",Violence against civilians
"Over 1,000 Afghan civilians killed since Taliban takeover: UN ...",https://www.aljazeera.com/news/2023/6/27/over-1000-afghan-civilians-killed-since-taliban-takeover-un,27 Jun 2023,"Jun 27, 2023 ... UNAMA report says there have been 3,774 civilian casualties, including 1,095 civilian deaths in violence since August 2021.",Violence against civilians
Gaddafi hits with deadly force | Features | Al Jazeera,https://www.aljazeera.com/features/2011/2/21/gaddafi-hits-with-deadly-force,21 Feb 2011,"Feb 21, 2011 ... The Cairo-based Arab Organisation for Human Rights has decried the use of violence against the protestors in Libya and called for an ...",Violence against civilians
Nations condemn Libyan crackdown | News | Al Jazeera,https://www.aljazeera.com/news/2011/2/22/nations-condemn-libyan-crackdown,22 Feb 2011,"Feb 22, 2011 ... ... in Libya. They condemned the violence and use of force against civilians, deplored the repression against peaceful demonstrators, and ...",Violence against civilians
At least 22 killed in troubled North Kivu province | Human Rights ...,https://www.aljazeera.com/news/2016/12/25/at-least-22-killed-in-troubled-north-kivu-province,25 Dec 2016,"Dec 25, 2016 ... Congolese soldiers ride on their pick-up truck after dispersing civilians protesting against ... The violence came amid a major political crisis ...",Violence against civilians
Tens of thousands displaced by South Sudan violence: UN | Human ...,https://www.aljazeera.com/news/2016/7/12/tens-of-thousands-displaced-by-south-sudan-violence-un,12 Jul 2016,"Jul 12, 2016 ... UN refugee agency calls on armed parties to protect civilians and demands neighbouring countries keep borders open.",Violence against civilians
Myanmar military adopts 'four cuts' to stamp out coup opponents ...,https://www.aljazeera.com/news/2021/7/5/the-people-hate-them-more-indiscriminate-attacks-on-civilians,Last update 6 Jul 2021,"Jul 5, 2021 ... The uptick in violence in Momauk and other ... to starve the support base of armed resistance and turn civilians against resistance groups.",Violence against civilians
"Starving, bombing civilians in the name of 'fighting terrorism ...",https://www.aljazeera.com/opinions/2018/5/18/starving-bombing-civilians-in-the-name-of-fighting-terrorism,Last update 18 May 2018,"May 18, 2018 ... Medicine and medical workers have also been sucked into the violence. This can be seen in the attempts by the Syrian government to control the ...",Violence against civilians
Violence in Egypt's Sinai kills police and civilians | Sinai Peninsula ...,https://www.aljazeera.com/news/2015/4/9/violence-in-egypts-sinai-kills-police-and-civilians,Last update 9 Apr 2015,"Apr 9, 2015 ... Egyptian army shelling strikes village near Sheikh Zuweid, killing 13 people, as bomb attack kills two police officers.",Violence against civilians
US says Sudan increasing attacks on civilians | News | Al Jazeera,https://www.aljazeera.com/news/2014/6/13/us-says-sudan-increasing-attacks-on-civilians,13 Jun 2014,"Jun 13, 2014 ... US envoy to UN Samantha Power says Sudanese government forces have targeted hospitals and schools with barrel bombs. Power said civilians ...",Violence against civilians
US sanctions RSF commander accused of rights abuses in Sudan's ...,https://www.aljazeera.com/news/2024/11/12/us-sanctions-rsf-commander-accused-of-rights-abuses-in-sudans,12 Nov 2024,"Nov 12, 2024 ... ... violence against civilians in Sudan since May 2023”. Barkalla led a violent campaign in West Darfur marred by credible allegations of rights ...",Violence against civilians
"Mapping 1,800 Israeli settler attacks in the West Bank since October ...",https://www.aljazeera.com/news/2025/1/22/mapping-1800-israeli-settler-attacks-in-the-occupied-west-bank-since-october-7,22 Jan 2025,"Jan 22, 2025 ... INTERACTIVE - Israeli settler violence in ... violent actions against Palestinians, including arson, property damage and assaults on civilians.",Violence against civilians
"Six rebels killed by Myanmar military, anti-coup force says | News ...",https://www.aljazeera.com/news/2021/5/16/six-rebels-killed-by-myanmar-military-anti-coup-force-says,16 May 2021,"May 16, 2021 ... ... violence against civilians. Since the military seized power in a February 1 coup, detaining and deposing civilian leader Aung San Suu Kyi, a ...",Violence against civilians
'Climate of fear': UN accuses Russia of abuses in occupied Ukraine ...,https://www.aljazeera.com/news/2024/3/21/climate-of-fear-un-accuses-russia-of-abuses-in-occupied-ukraine,Last update 21 Mar 2024,"Mar 21, 2024 ... ... civilian detainees, including a child, to conflict-related sexual violence. ... on civilians outside of detention, almost all of them against ...",Violence against civilians
Syria's al-Sharaa vows to punish forces responsible for mass killings ...,https://www.aljazeera.com/news/2025/3/10/syrias-al-sharaa-vows-to-punish-forces-responsible-for-mass-killings,Last update 10 Mar 2025,"Mar 10, 2025 ... Al-Sharaa blamed the outbreak of the violence on Thursday on ... civilians in the heartland of the Alawites in coastal Syria. Al ...",Violence against civilians
17 Malian civilians killed in clashes before presidential vote ...,https://www.aljazeera.com/news/2018/7/28/17-malian-civilians-killed-in-clashes-before-presidential-vote,Last update 28 Jul 2018,"Jul 28, 2018 ... At least 17 civilians were killed in ethnic violence in central Mali in one of a long series of attacks before a presidential election on Sunday ...",Violence against civilians
Nagaland: Violence after India forces 'mistakenly' kill civilians | News ...,https://www.aljazeera.com/news/2021/12/5/multiple-dead-after-operation-in-northeastern-india,Last update 5 Dec 2021,"Dec 5, 2021 ... A protester killed in fresh violence in Mon district a day after 13 civilians were allegedly killed by security forces.",Violence against civilians
"No respite for civilians fleeing Darfur, killed while escaping ...",https://www.aljazeera.com/news/2023/6/21/no-respite-for-civilians-fleeing-darfur-killed-while-escaping,Last update 26 Jun 2023,"Jun 21, 2023 ... Civilians fleeing violence in Sudan's West Darfur city of el-Geneina are being targeted even as they flee into neighbouring Chad.",Violence against civilians
"DRC: Rangers, civilians killed in attack in Virunga National Park ...",https://www.aljazeera.com/news/2020/4/25/drc-rangers-civilians-killed-in-attack-in-virunga-national-park,25 Apr 2020,"Apr 25, 2020 ... Major assault by fighters results in the killing of 17 people, including four civilians ... violence. Inaugurated in 1925, the park has ...",Violence against civilians
Violence returns to Tahrir Square | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2011/11/22/violence-returns-to-tahrir-square,22 Nov 2011,"Nov 22, 2011 ... A real crisis is taking place as you read these words, nothing short of urban warfare against civilians. Advertisement. The current escalation ...",Violence against civilians
UN reports 35 percent increase in people affected by South Sudan ...,https://www.aljazeera.com/news/2024/3/19/un-reports-35-percent-increase-in-people-affected-by-south-sudan-violence,19 Mar 2024,"Mar 19, 2024 ... ... civilians affected. More than half of those affected by the violence were caught up in retaliatory attacks related to the border dispute ...",Violence against civilians
"Israel's war crimes in Gaza are by design, not default | Israel ...",https://www.aljazeera.com/opinions/2023/11/9/israels-war-crimes-in-gaza-are-by-design-not-default,9 Nov 2023,"Nov 9, 2023 ... ... violence against civilians for political ends. Another important factor behind Israel's violence against Palestinian civilians, as I ...",Violence against civilians
North Kivu: Civilians bear the brunt of fresh fighting | Features | Al ...,https://www.aljazeera.com/features/2017/6/21/north-kivu-civilians-bear-the-brunt-of-fresh-fighting,Last update 21 Jun 2017,"Jun 21, 2017 ... An additional 1.3 million Congolese have fled the most recent violence in Kasai Province at the border with Angola. ... against civilians.",Violence against civilians
"At least 10 killed, dozens wounded in Israeli attacks across Jenin ...",https://www.aljazeera.com/news/2025/1/21/israeli-army-launches-deadly-attack-on-jenin-refugee-camp-in-west-bank,Last update 22 Jan 2025,"Jan 21, 2025 ... ... civilians, some in masks. Violence has soared throughout the West Bank since Israel launched its war on Gaza on October 7, 2023. Israeli ...",Violence against civilians
UN chief Guterres condemns Israel's raid on Jenin refugee camp ...,https://www.aljazeera.com/news/2023/7/7/un-chief-guterres-condemns-israels-raid-on-jenin-refugee-camp,Last update 7 Jul 2023,"Jul 7, 2023 ... ... to ensure that the civilian population is protected against all acts of violence”. ... violence against civilians”. Advertisement. “After his ...",Violence against civilians
Q&A: Will CAR peace accord bring end to violence? | News | Al ...,https://www.aljazeera.com/news/2017/6/20/qa-will-car-peace-accord-bring-end-to-violence,20 Jun 2017,"Jun 20, 2017 ... The real work begins now in getting these groups to cease attacks on civilians. The accord is signed at a time when violence is on the ...",Violence against civilians
Hundreds killed as Syria security forces battle al-Assad loyalists ...,https://www.aljazeera.com/news/2025/3/8/fighting-continues-as-syrias-president-calls-on-alawite-to-lay-down-arms,Last update 9 Mar 2025,"Mar 8, 2025 ... Calls for restraint amid reports of many civilians killed in wave of violence. Syrian army personnel gather as they head towards Latakia to ...",Violence against civilians
Putin concerned over 'catastrophic' civilian deaths in Israel-Gaza ...,https://www.aljazeera.com/news/2023/10/11/putin-concerned-over-catastrophic-civilian-deaths-in-israel-gaza-war,11 Oct 2023,"Oct 11, 2023 ... Russian leader blames explosion of violence on failed US Middle East policy that ignored aspirations of Palestinians.",Violence against civilians
The UN cannot abandon Darfuris amid rising violence | United ...,https://www.aljazeera.com/opinions/2020/12/24/darfuris-call-for-protection-in-vain,24 Dec 2020,"Dec 24, 2020 ... Under Sudan's new national plan to protect civilians, the government is to assume full responsibility for civilian security in compliance with ...",Violence against civilians
Children among the dozens killed in South Sudan violence | News ...,https://www.aljazeera.com/news/2022/1/25/dozens-including-children-killed-in-south-sudan-violence,Last update 25 Jan 2022,"Jan 25, 2022 ... ... in South Sudan's eastern Jonglei state, according to the United Nations. The attacks on Dungrut and Machined villages on Sunday sent civilians ...",Violence against civilians
Mali: Hundreds killed in intercommunal violence this year | Conflict ...,https://www.aljazeera.com/news/2018/7/17/mali-hundreds-killed-in-intercommunal-violence-this-year,Last update 17 Jul 2018,"Jul 17, 2018 ... Most of the civilian deaths occurred in the country's central region of Mopti, according to the UN human rights office.",Violence against civilians
Five suspected rebels killed in Kashmir amid escalating violence ...,https://www.aljazeera.com/news/2021/11/17/amid-escalating-violence-five-rebels-killed-in-kashmir-gunfight,Last update 17 Nov 2021,"Nov 17, 2021 ... Two civilians were also killed in the “crossfire”, police said. Witnesses and families of those killed have disputed police claims. At least two ...",Violence against civilians
Syria updates: Gov't forces battle al-Assad loyalists; hundreds killed ...,https://www.aljazeera.com/news/liveblog/2025/3/8/syria-live-news-fighting-between-government-forces-and-al-assad-loyalists,Last update 8 Mar 2025,"Mar 8, 2025 ... A military convoy heads towards Latakia to join the fight against the fighters linked to Syria's ... violence”, leaving civilians in the crossfire ...",Violence against civilians
Yemen: Intensifying war worsens world's worst civilian crisis ...,https://www.aljazeera.com/news/2022/2/7/yemen-intensifying-war-worsens-worlds-worst-civilian-crisis,7 Feb 2022,"Feb 7, 2022 ... Violence plaguing Yemen has escalated internally, regionally, and on an international level – particularly since January 17 Houthi attacks against Abu Dhabi.",Violence against civilians
Civilians killed as eastern Ukraine violence flares up | News | Al ...,https://www.aljazeera.com/news/2017/2/3/civilians-killed-as-eastern-ukraine-violence-flares-up,3 Feb 2017,"Feb 3, 2017 ... Friday's fatalities bring total death toll of latest wave of violence to 34 after relative calm in 33-month war.",Violence against civilians
Does Israel have the right to self-defence in Gaza? | Israel-Palestine ...,https://www.aljazeera.com/news/2023/11/17/does-israel-have-the-right-to-self-defence-in-gaza,17 Nov 2023,"Nov 17, 2023 ... ... on Armed Violence, which conducts research and advocacy on armed violence against civilians. He added that for Israel to claim this right ...",Violence against civilians
UN report: Darfur anarchy worsening | News | Al Jazeera,https://www.aljazeera.com/news/2005/11/23/un-report-darfur-anarchy-worsening,23 Nov 2005,"Nov 23, 2005 ... It said the upsurge in violence against civilians seriously affected children, and several had been abducted or killed. The violence also ...",Violence against civilians
Latin American nations denounce Venezuela crackdown | News | Al ...,https://www.aljazeera.com/news/2017/5/5/latin-american-nations-denounce-venezuela-crackdown,5 May 2017,"May 5, 2017 ... ... to respect the human rights of its citizens. “We condemn the excessive use of force by Venezuelan authorities against civilians who are ...",Violence against civilians
No escape for civilians in Syria | Refugees | Al Jazeera,https://www.aljazeera.com/opinions/2014/11/20/no-escape-for-civilians-in-syria,Last update 7 Dec 2014,"Nov 20, 2014 ... The number of Syrians able to flee violence in their country has dropped dramatically.",Violence against civilians
How Facebook hurt the Syrian Revolution | Science and Technology ...,https://www.aljazeera.com/opinions/2016/12/4/how-facebook-hurt-the-syrian-revolution,Last update 4 Dec 2016,"Dec 4, 2016 ... Social media made the Syrian revolutionary movement less resilient and more exposed to regime brutality.",Revolutionary movement
Did Arab leftists betray the revolution? | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2014/2/17/did-arab-leftists-betray-the-revolution,17 Feb 2014,"Feb 17, 2014 ... Ironically, most left-wing parties were caught unprepared for what has become an important revolutionary movement in the modern history of the ...",Revolutionary movement
The battle of 'resistance' vs 'revolution' in the Middle East | Arab ...,https://www.aljazeera.com/opinions/2020/1/15/the-battle-of-resistance-vs-revolution-in-the-middle-east,Last update 15 Jan 2020,"Jan 15, 2020 ... The clash between the 'resistance' and 'revolutionary' movements will define the Middle East in the future.",Revolutionary movement
